value,date
12.150237,2017-01-01 00:00:00
12.152868,2017-01-01 00:01:00
12.149965,2017-01-01 00:02:00
12.15244,2017-01-01 00:03:00
12.150687,2017-01-01 00:04:00
12.152791,2017-01-01 00:05:00
12.151152,2017-01-01 00:06:00
12.152484,2017-01-01 00:07:00
12.151015,2017-01-01 00:08:00
12.152439,2017-01-01 00:09:00
12.150577,2017-01-01 00:10:00
12.152227,2017-01-01 00:11:00
12.151565,2017-01-01 00:12:00
12.152256,2017-01-01 00:13:00
12.151439,2017-01-01 00:14:00
12.152195,2017-01-01 00:15:00
12.151687,2017-01-01 00:16:00
12.151907,2017-01-01 00:17:00
12.151283,2017-01-01 00:18:00
12.151492,2017-01-01 00:19:00
12.151743,2017-01-01 00:20:00
12.152107,2017-01-01 00:21:00
12.150874,2017-01-01 00:22:00
12.152292,2017-01-01 00:23:00
12.151733,2017-01-01 00:24:00
12.151936,2017-01-01 00:25:00
12.151594,2017-01-01 00:26:00
12.151548,2017-01-01 00:27:00
12.152202,2017-01-01 00:28:00
12.151844,2017-01-01 00:29:00
12.151251,2017-01-01 00:30:00
12.151524,2017-01-01 00:31:00
12.151812,2017-01-01 00:32:00
12.151285,2017-01-01 00:33:00
12.152041,2017-01-01 00:34:00
12.151724,2017-01-01 00:35:00
12.15202,2017-01-01 00:36:00
12.15231,2017-01-01 00:37:00
12.15204,2017-01-01 00:38:00
12.15078,2017-01-01 00:39:00
12.151969,2017-01-01 00:40:00
12.151688,2017-01-01 00:41:00
12.151661,2017-01-01 00:42:00
12.151104,2017-01-01 00:43:00
12.151789,2017-01-01 00:44:00
12.151355,2017-01-01 00:45:00
12.152664,2017-01-01 00:46:00
12.150475,2017-01-01 00:47:00
12.152478,2017-01-01 00:48:00
12.151017,2017-01-01 00:49:00
12.152054,2017-01-01 00:50:00
12.151072,2017-01-01 00:51:00
12.151771,2017-01-01 00:52:00
12.150649,2017-01-01 00:53:00
12.152919,2017-01-01 00:54:00
12.151241,2017-01-01 00:55:00
12.15245,2017-01-01 00:56:00
12.151125,2017-01-01 00:57:00
12.152538,2017-01-01 00:58:00
12.151677,2017-01-01 00:59:00
13.482255,2017-01-01 01:00:00
13.482259,2017-01-01 01:01:00
13.483204,2017-01-01 01:02:00
13.482141,2017-01-01 01:03:00
13.482394,2017-01-01 01:04:00
13.482081,2017-01-01 01:05:00
13.482421,2017-01-01 01:06:00
13.482188,2017-01-01 01:07:00
13.481663,2017-01-01 01:08:00
13.482611,2017-01-01 01:09:00
13.482218,2017-01-01 01:10:00
13.483354,2017-01-01 01:11:00
13.481929999999998,2017-01-01 01:12:00
13.481955,2017-01-01 01:13:00
13.481826000000002,2017-01-01 01:14:00
13.482202,2017-01-01 01:15:00
13.481625,2017-01-01 01:16:00
13.482742000000002,2017-01-01 01:17:00
13.481305,2017-01-01 01:18:00
13.482301,2017-01-01 01:19:00
13.481441,2017-01-01 01:20:00
13.482331,2017-01-01 01:21:00
13.481915,2017-01-01 01:22:00
13.482627,2017-01-01 01:23:00
13.481832999999998,2017-01-01 01:24:00
13.482327,2017-01-01 01:25:00
13.482063,2017-01-01 01:26:00
13.482113,2017-01-01 01:27:00
13.482279,2017-01-01 01:28:00
13.482578,2017-01-01 01:29:00
13.482645000000002,2017-01-01 01:30:00
13.481824,2017-01-01 01:31:00
13.482264,2017-01-01 01:32:00
13.482105,2017-01-01 01:33:00
13.482015,2017-01-01 01:34:00
13.482543,2017-01-01 01:35:00
13.482038,2017-01-01 01:36:00
13.48226,2017-01-01 01:37:00
13.481977,2017-01-01 01:38:00
13.482129,2017-01-01 01:39:00
13.482016,2017-01-01 01:40:00
13.481469,2017-01-01 01:41:00
13.481834,2017-01-01 01:42:00
13.482346,2017-01-01 01:43:00
13.482496,2017-01-01 01:44:00
13.481908,2017-01-01 01:45:00
13.482507,2017-01-01 01:46:00
13.482335,2017-01-01 01:47:00
13.482857,2017-01-01 01:48:00
13.481842000000002,2017-01-01 01:49:00
13.4826,2017-01-01 01:50:00
13.482520999999998,2017-01-01 01:51:00
13.481978,2017-01-01 01:52:00
13.481777,2017-01-01 01:53:00
13.482671,2017-01-01 01:54:00
13.482688,2017-01-01 01:55:00
13.482210999999998,2017-01-01 01:56:00
13.482491,2017-01-01 01:57:00
13.482274,2017-01-01 01:58:00
13.482220000000002,2017-01-01 01:59:00
14.206574,2017-01-01 02:00:00
14.208512,2017-01-01 02:01:00
14.206177,2017-01-01 02:02:00
14.208062,2017-01-01 02:03:00
14.206247,2017-01-01 02:04:00
14.208212,2017-01-01 02:05:00
14.20694,2017-01-01 02:06:00
14.207325,2017-01-01 02:07:00
14.206582,2017-01-01 02:08:00
14.207654000000002,2017-01-01 02:09:00
14.206515,2017-01-01 02:10:00
14.208035,2017-01-01 02:11:00
14.206772,2017-01-01 02:12:00
14.207578,2017-01-01 02:13:00
14.207539,2017-01-01 02:14:00
14.207935,2017-01-01 02:15:00
14.206788,2017-01-01 02:16:00
14.207635,2017-01-01 02:17:00
14.206923000000002,2017-01-01 02:18:00
14.20819,2017-01-01 02:19:00
14.206657,2017-01-01 02:20:00
14.207243,2017-01-01 02:21:00
14.20715,2017-01-01 02:22:00
14.207123,2017-01-01 02:23:00
14.207846,2017-01-01 02:24:00
14.206322,2017-01-01 02:25:00
14.208248,2017-01-01 02:26:00
14.207216,2017-01-01 02:27:00
14.206933,2017-01-01 02:28:00
14.207738,2017-01-01 02:29:00
14.207822,2017-01-01 02:30:00
14.207373,2017-01-01 02:31:00
14.207335999999998,2017-01-01 02:32:00
14.206813,2017-01-01 02:33:00
14.207577,2017-01-01 02:34:00
14.206877,2017-01-01 02:35:00
14.207354,2017-01-01 02:36:00
14.206724,2017-01-01 02:37:00
14.207982,2017-01-01 02:38:00
14.206829999999998,2017-01-01 02:39:00
14.206866,2017-01-01 02:40:00
14.207104,2017-01-01 02:41:00
14.206717,2017-01-01 02:42:00
14.207194,2017-01-01 02:43:00
14.206871,2017-01-01 02:44:00
14.207942,2017-01-01 02:45:00
14.206944,2017-01-01 02:46:00
14.207164,2017-01-01 02:47:00
14.207345000000002,2017-01-01 02:48:00
14.207197,2017-01-01 02:49:00
14.207603,2017-01-01 02:50:00
14.206638,2017-01-01 02:51:00
14.206737,2017-01-01 02:52:00
14.206193,2017-01-01 02:53:00
14.207181,2017-01-01 02:54:00
14.207451,2017-01-01 02:55:00
14.207552,2017-01-01 02:56:00
14.207154,2017-01-01 02:57:00
14.207682,2017-01-01 02:58:00
14.206535,2017-01-01 02:59:00
6.871964500000002,2017-01-01 03:00:00
6.8724947,2017-01-01 03:01:00
6.872497599999999,2017-01-01 03:02:00
6.8727427,2017-01-01 03:03:00
6.8723283,2017-01-01 03:04:00
6.8729482000000015,2017-01-01 03:05:00
6.872136099999999,2017-01-01 03:06:00
6.871873399999999,2017-01-01 03:07:00
6.8722687,2017-01-01 03:08:00
6.8722439,2017-01-01 03:09:00
6.8731284,2017-01-01 03:10:00
6.8725414,2017-01-01 03:11:00
6.8724179,2017-01-01 03:12:00
6.8718939,2017-01-01 03:13:00
6.872673,2017-01-01 03:14:00
6.8724408,2017-01-01 03:15:00
6.8723125,2017-01-01 03:16:00
6.8730411999999985,2017-01-01 03:17:00
6.8715057,2017-01-01 03:18:00
6.8725790999999985,2017-01-01 03:19:00
6.8721552,2017-01-01 03:20:00
6.8721156,2017-01-01 03:21:00
6.872187599999998,2017-01-01 03:22:00
6.8722219,2017-01-01 03:23:00
6.8729657999999985,2017-01-01 03:24:00
6.872206200000001,2017-01-01 03:25:00
6.872407400000001,2017-01-01 03:26:00
6.8721938,2017-01-01 03:27:00
6.872810799999999,2017-01-01 03:28:00
6.8714814,2017-01-01 03:29:00
6.8730506999999985,2017-01-01 03:30:00
6.8723521,2017-01-01 03:31:00
6.8732882,2017-01-01 03:32:00
6.8710165,2017-01-01 03:33:00
6.8720841,2017-01-01 03:34:00
6.872127099999998,2017-01-01 03:35:00
6.872523299999999,2017-01-01 03:36:00
6.8727674,2017-01-01 03:37:00
6.8730421,2017-01-01 03:38:00
6.8720979999999985,2017-01-01 03:39:00
6.8726687,2017-01-01 03:40:00
6.8723559000000005,2017-01-01 03:41:00
6.8716974,2017-01-01 03:42:00
6.8719773,2017-01-01 03:43:00
6.8732624000000015,2017-01-01 03:44:00
6.8721299,2017-01-01 03:45:00
6.872688799999999,2017-01-01 03:46:00
6.8723350000000005,2017-01-01 03:47:00
6.8730674,2017-01-01 03:48:00
6.8723569000000015,2017-01-01 03:49:00
6.873353999999999,2017-01-01 03:50:00
6.871377000000002,2017-01-01 03:51:00
6.8728795,2017-01-01 03:52:00
6.8717842000000005,2017-01-01 03:53:00
6.8732289999999985,2017-01-01 03:54:00
6.87075,2017-01-01 03:55:00
6.8734207,2017-01-01 03:56:00
6.8715085999999985,2017-01-01 03:57:00
6.872934299999999,2017-01-01 03:58:00
6.8725470999999985,2017-01-01 03:59:00
5.6113362,2017-01-01 04:00:00
5.6107502,2017-01-01 04:01:00
5.6113386,2017-01-01 04:02:00
5.611461599999998,2017-01-01 04:03:00
5.6115012,2017-01-01 04:04:00
5.6105838,2017-01-01 04:05:00
5.6105671,2017-01-01 04:06:00
5.6105785,2017-01-01 04:07:00
5.6117849,2017-01-01 04:08:00
5.6108747,2017-01-01 04:09:00
5.611781099999999,2017-01-01 04:10:00
5.6104617,2017-01-01 04:11:00
5.6113133,2017-01-01 04:12:00
5.6107683,2017-01-01 04:13:00
5.6116252,2017-01-01 04:14:00
5.6114364000000005,2017-01-01 04:15:00
5.6115184000000005,2017-01-01 04:16:00
5.6113648000000005,2017-01-01 04:17:00
5.6112289,2017-01-01 04:18:00
5.6111321,2017-01-01 04:19:00
5.6112294,2017-01-01 04:20:00
5.6104207000000015,2017-01-01 04:21:00
5.6112003,2017-01-01 04:22:00
5.610621900000001,2017-01-01 04:23:00
5.6115198,2017-01-01 04:24:00
5.6111202,2017-01-01 04:25:00
5.6110053,2017-01-01 04:26:00
5.6109886,2017-01-01 04:27:00
5.6118903,2017-01-01 04:28:00
5.6107674,2017-01-01 04:29:00
5.6109333,2017-01-01 04:30:00
5.6112108,2017-01-01 04:31:00
5.6113795999999985,2017-01-01 04:32:00
5.611114,2017-01-01 04:33:00
5.611095,2017-01-01 04:34:00
5.610735900000001,2017-01-01 04:35:00
5.6107502,2017-01-01 04:36:00
5.6115847,2017-01-01 04:37:00
5.6109800000000005,2017-01-01 04:38:00
5.611292400000001,2017-01-01 04:39:00
5.610294799999999,2017-01-01 04:40:00
5.611307599999999,2017-01-01 04:41:00
5.6111226,2017-01-01 04:42:00
5.6119242,2017-01-01 04:43:00
5.610133599999998,2017-01-01 04:44:00
5.6120453,2017-01-01 04:45:00
5.6098528,2017-01-01 04:46:00
5.6122484,2017-01-01 04:47:00
