value,date
1.7303361000000002,2017-01-01 00:00:00
1.7331386000000002,2017-01-01 00:01:00
1.7304506999999998,2017-01-01 00:02:00
1.7337028,2017-01-01 00:03:00
1.7311357,2017-01-01 00:04:00
1.7332299,2017-01-01 00:05:00
1.7309946,2017-01-01 00:06:00
1.7331609,2017-01-01 00:07:00
1.7306926,2017-01-01 00:08:00
1.7330499,2017-01-01 00:09:00
1.7312957999999998,2017-01-01 00:10:00
1.7328682,2017-01-01 00:11:00
1.7313323,2017-01-01 00:12:00
1.7328863,2017-01-01 00:13:00
1.7313666,2017-01-01 00:14:00
1.7327728999999998,2017-01-01 00:15:00
1.7307938000000005,2017-01-01 00:16:00
1.7326627,2017-01-01 00:17:00
1.7309433,2017-01-01 00:18:00
1.7329717,2017-01-01 00:19:00
1.7314543000000002,2017-01-01 00:20:00
1.7327361,2017-01-01 00:21:00
1.7315623,2017-01-01 00:22:00
1.7327124,2017-01-01 00:23:00
1.7314072,2017-01-01 00:24:00
1.7325225,2017-01-01 00:25:00
1.7316504,2017-01-01 00:26:00
1.7326055,2017-01-01 00:27:00
1.731901,2017-01-01 00:28:00
1.7325878,2017-01-01 00:29:00
1.7317371,2017-01-01 00:30:00
1.7323247,2017-01-01 00:31:00
1.7317598,2017-01-01 00:32:00
1.7324265,2017-01-01 00:33:00
1.7320406000000004,2017-01-01 00:34:00
1.7320269,2017-01-01 00:35:00
1.7315825,2017-01-01 00:36:00
1.7322341,2017-01-01 00:37:00
1.7318403999999998,2017-01-01 00:38:00
1.7324915,2017-01-01 00:39:00
1.7321504,2017-01-01 00:40:00
1.7324118999999998,2017-01-01 00:41:00
1.7319653999999998,2017-01-01 00:42:00
1.7321166,2017-01-01 00:43:00
1.7319304,2017-01-01 00:44:00
1.7325031000000002,2017-01-01 00:45:00
1.731686,2017-01-01 00:46:00
1.7323425,2017-01-01 00:47:00
1.7323419999999998,2017-01-01 00:48:00
1.7313453,2017-01-01 00:49:00
1.7325009999999998,2017-01-01 00:50:00
1.7318525000000002,2017-01-01 00:51:00
1.7318977999999998,2017-01-01 00:52:00
1.7322006,2017-01-01 00:53:00
1.7321758000000005,2017-01-01 00:54:00
1.7319008000000002,2017-01-01 00:55:00
1.732093,2017-01-01 00:56:00
1.7317228,2017-01-01 00:57:00
1.7326576,2017-01-01 00:58:00
1.7317326000000002,2017-01-01 00:59:00
1.6824406000000005,2017-01-01 01:00:00
1.6816854,2017-01-01 01:01:00
1.6823508000000005,2017-01-01 01:02:00
1.6819687,2017-01-01 01:03:00
1.6825935,2017-01-01 01:04:00
1.6817374,2017-01-01 01:05:00
1.6822557,2017-01-01 01:06:00
1.6816216,2017-01-01 01:07:00
1.6819883999999998,2017-01-01 01:08:00
1.6820214,2017-01-01 01:09:00
1.6821281000000003,2017-01-01 01:10:00
1.6819925,2017-01-01 01:11:00
1.681919,2017-01-01 01:12:00
1.6823685000000002,2017-01-01 01:13:00
1.6817970000000002,2017-01-01 01:14:00
1.6815201000000002,2017-01-01 01:15:00
1.6817926,2017-01-01 01:16:00
1.6821252,2017-01-01 01:17:00
1.6821381000000002,2017-01-01 01:18:00
1.6819243,2017-01-01 01:19:00
