value,date
24.092812,2017-01-01 00:00:00
24.093338,2017-01-01 00:01:00
24.092476,2017-01-01 00:02:00
24.092981,2017-01-01 00:03:00
24.092684,2017-01-01 00:04:00
24.093042,2017-01-01 00:05:00
24.092779,2017-01-01 00:06:00
24.092749,2017-01-01 00:07:00
24.092762,2017-01-01 00:08:00
24.092936,2017-01-01 00:09:00
24.093128,2017-01-01 00:10:00
24.092686,2017-01-01 00:11:00
24.092649,2017-01-01 00:12:00
24.092865,2017-01-01 00:13:00
24.092508,2017-01-01 00:14:00
24.092779,2017-01-01 00:15:00
24.092802,2017-01-01 00:16:00
24.093081,2017-01-01 00:17:00
24.092804,2017-01-01 00:18:00
24.093016,2017-01-01 00:19:00
24.09276,2017-01-01 00:20:00
24.092758,2017-01-01 00:21:00
24.092745,2017-01-01 00:22:00
24.093052,2017-01-01 00:23:00
24.092991,2017-01-01 00:24:00
24.092806,2017-01-01 00:25:00
24.092478,2017-01-01 00:26:00
24.092842,2017-01-01 00:27:00
24.092407,2017-01-01 00:28:00
24.092896,2017-01-01 00:29:00
24.092583,2017-01-01 00:30:00
24.093132,2017-01-01 00:31:00
24.092846,2017-01-01 00:32:00
24.092958,2017-01-01 00:33:00
24.092625,2017-01-01 00:34:00
24.092892000000006,2017-01-01 00:35:00
24.092999,2017-01-01 00:36:00
24.093214,2017-01-01 00:37:00
24.092627,2017-01-01 00:38:00
24.093096,2017-01-01 00:39:00
24.092731,2017-01-01 00:40:00
24.093012,2017-01-01 00:41:00
24.092693,2017-01-01 00:42:00
24.092775,2017-01-01 00:43:00
24.092861,2017-01-01 00:44:00
24.092838,2017-01-01 00:45:00
24.092918,2017-01-01 00:46:00
24.092672,2017-01-01 00:47:00
24.092867,2017-01-01 00:48:00
24.092648,2017-01-01 00:49:00
24.093039,2017-01-01 00:50:00
24.092781,2017-01-01 00:51:00
24.092896,2017-01-01 00:52:00
24.092634,2017-01-01 00:53:00
24.09289,2017-01-01 00:54:00
24.092588,2017-01-01 00:55:00
24.092892000000006,2017-01-01 00:56:00
24.092798,2017-01-01 00:57:00
24.093208,2017-01-01 00:58:00
24.09288,2017-01-01 00:59:00
18.120823,2017-01-01 01:00:00
18.120857,2017-01-01 01:01:00
18.120653,2017-01-01 01:02:00
18.12114,2017-01-01 01:03:00
18.120438,2017-01-01 01:04:00
18.121,2017-01-01 01:05:00
18.12072,2017-01-01 01:06:00
18.12125,2017-01-01 01:07:00
18.120928,2017-01-01 01:08:00
18.120834,2017-01-01 01:09:00
18.120857,2017-01-01 01:10:00
18.120836,2017-01-01 01:11:00
18.12056,2017-01-01 01:12:00
18.120897,2017-01-01 01:13:00
18.120493,2017-01-01 01:14:00
18.121155,2017-01-01 01:15:00
18.120762,2017-01-01 01:16:00
18.121149,2017-01-01 01:17:00
18.120796,2017-01-01 01:18:00
18.121153,2017-01-01 01:19:00
18.1206,2017-01-01 01:20:00
18.121021,2017-01-01 01:21:00
18.120768,2017-01-01 01:22:00
18.120951,2017-01-01 01:23:00
18.120935,2017-01-01 01:24:00
18.120773,2017-01-01 01:25:00
18.12079,2017-01-01 01:26:00
18.120363,2017-01-01 01:27:00
18.120844,2017-01-01 01:28:00
18.120907,2017-01-01 01:29:00
18.120773,2017-01-01 01:30:00
18.120872,2017-01-01 01:31:00
18.121,2017-01-01 01:32:00
18.120762,2017-01-01 01:33:00
18.120979,2017-01-01 01:34:00
18.121273,2017-01-01 01:35:00
18.120581,2017-01-01 01:36:00
18.120779,2017-01-01 01:37:00
18.120888,2017-01-01 01:38:00
18.120928,2017-01-01 01:39:00
18.120766,2017-01-01 01:40:00
18.12063,2017-01-01 01:41:00
18.120926,2017-01-01 01:42:00
18.120775,2017-01-01 01:43:00
18.121214,2017-01-01 01:44:00
18.120487,2017-01-01 01:45:00
18.120726,2017-01-01 01:46:00
18.121056,2017-01-01 01:47:00
18.120722,2017-01-01 01:48:00
18.120434,2017-01-01 01:49:00
18.120834,2017-01-01 01:50:00
18.12079,2017-01-01 01:51:00
18.120949,2017-01-01 01:52:00
18.120708,2017-01-01 01:53:00
18.121111,2017-01-01 01:54:00
18.120592,2017-01-01 01:55:00
18.120926,2017-01-01 01:56:00
18.120804,2017-01-01 01:57:00
18.120626,2017-01-01 01:58:00
18.120487,2017-01-01 01:59:00
6.2069702000000015,2017-01-01 02:00:00
6.2069283,2017-01-01 02:01:00
6.2071819,2017-01-01 02:02:00
6.2068868,2017-01-01 02:03:00
6.2068677,2017-01-01 02:04:00
6.2067604,2017-01-01 02:05:00
6.2071824,2017-01-01 02:06:00
6.2067074999999985,2017-01-01 02:07:00
6.207196700000001,2017-01-01 02:08:00
6.2069535,2017-01-01 02:09:00
6.2067513,2017-01-01 02:10:00
6.206865799999999,2017-01-01 02:11:00
6.2066598,2017-01-01 02:12:00
6.2074356,2017-01-01 02:13:00
6.206562,2017-01-01 02:14:00
6.2068038,2017-01-01 02:15:00
6.2064848,2017-01-01 02:16:00
6.2070394,2017-01-01 02:17:00
6.2070189,2017-01-01 02:18:00
6.2067809,2017-01-01 02:19:00
6.2068229000000015,2017-01-01 02:20:00
6.2070751,2017-01-01 02:21:00
6.206964,2017-01-01 02:22:00
6.2071981,2017-01-01 02:23:00
6.2072487,2017-01-01 02:24:00
6.207058900000002,2017-01-01 02:25:00
6.206493900000001,2017-01-01 02:26:00
6.2070398,2017-01-01 02:27:00
6.206770400000001,2017-01-01 02:28:00
6.2069364,2017-01-01 02:29:00
6.207002200000002,2017-01-01 02:30:00
6.2072682,2017-01-01 02:31:00
6.2069612,2017-01-01 02:32:00
6.207098,2017-01-01 02:33:00
6.2071309,2017-01-01 02:34:00
6.2071762,2017-01-01 02:35:00
6.2069483,2017-01-01 02:36:00
6.2070885,2017-01-01 02:37:00
6.206706,2017-01-01 02:38:00
6.2070355,2017-01-01 02:39:00
6.207233400000002,2017-01-01 02:40:00
6.2068925,2017-01-01 02:41:00
6.2071762,2017-01-01 02:42:00
6.206901599999999,2017-01-01 02:43:00
6.2071824,2017-01-01 02:44:00
6.2067242,2017-01-01 02:45:00
6.2071829,2017-01-01 02:46:00
6.2071347,2017-01-01 02:47:00
6.2070107000000005,2017-01-01 02:48:00
6.2069621,2017-01-01 02:49:00
6.2071066,2017-01-01 02:50:00
6.2068324,2017-01-01 02:51:00
6.2073474000000015,2017-01-01 02:52:00
6.2066817,2017-01-01 02:53:00
6.2071266,2017-01-01 02:54:00
6.2066617,2017-01-01 02:55:00
6.2069855,2017-01-01 02:56:00
6.2068572,2017-01-01 02:57:00
6.2069683,2017-01-01 02:58:00
6.2069559000000005,2017-01-01 02:59:00
9.9798145,2017-01-01 03:00:00
9.9802017,2017-01-01 03:01:00
9.9798632,2017-01-01 03:02:00
9.9798079,2017-01-01 03:03:00
9.980151199999998,2017-01-01 03:04:00
9.9800777,2017-01-01 03:05:00
9.9798288,2017-01-01 03:06:00
9.9799757,2017-01-01 03:07:00
9.9801416,2017-01-01 03:08:00
9.9804115,2017-01-01 03:09:00
9.9797306,2017-01-01 03:10:00
9.9801102,2017-01-01 03:11:00
9.9801922,2017-01-01 03:12:00
9.9799156,2017-01-01 03:13:00
