date,value
2017-01-06 12:47:00,1.15263
2017-01-06 12:48:00,1.10526
2017-01-06 12:49:00,1.05789
2017-01-06 12:50:00,1.01053
2017-01-06 12:51:00,0.963158
2017-01-06 12:52:00,0.915789
2017-01-06 12:53:00,0.868421
2017-01-06 12:54:00,0.821053
2017-01-06 12:55:00,0.773684
2017-01-06 12:56:00,0.726316
2017-01-06 12:57:00,0.678947
2017-01-06 12:58:00,0.631579
2017-01-06 12:59:00,0.584211
2017-01-06 13:00:00,0.536842
2017-01-06 13:01:00,0.489474
2017-01-06 13:02:00,0.442105
2017-01-06 13:03:00,0.394737
2017-01-06 13:04:00,0.347368
2017-01-06 13:05:00,0.3
2017-01-06 13:06:00,0.6
2017-01-06 13:07:00,0.9
2017-01-06 13:08:00,1.2
2017-01-06 13:09:00,0.925
2017-01-06 13:10:00,0.65
2017-01-06 13:11:00,1.3
2017-01-06 13:12:00,1.95
2017-01-06 13:13:00,2.6
2017-01-06 13:14:00,3.1
2017-01-06 13:15:00,2.775
2017-01-06 13:16:00,2.45
2017-01-06 13:17:00,2.125
2017-01-06 13:18:00,1.8
2017-01-06 13:19:00,1.72353
2017-01-06 13:20:00,1.64706
2017-01-06 13:21:00,1.57059
2017-01-06 13:22:00,1.49412
2017-01-06 13:23:00,1.41765
2017-01-06 13:24:00,1.34118
2017-01-06 13:25:00,1.26471
2017-01-06 13:26:00,1.18824
2017-01-06 13:27:00,1.11176
2017-01-06 13:28:00,1.03529
2017-01-06 13:29:00,0.958824
2017-01-06 13:30:00,0.882353
2017-01-06 13:31:00,0.805882
2017-01-06 13:32:00,0.729412
2017-01-06 13:33:00,0.652941
2017-01-06 13:34:00,0.576471
2017-01-06 13:35:00,0.5
2017-01-06 13:36:00,1.0
2017-01-06 13:37:00,0.5
2017-01-06 13:38:00,0.625
2017-01-06 13:39:00,0.75
2017-01-06 13:40:00,1.5
2017-01-06 13:41:00,1.9
2017-01-06 13:42:00,1.26667
2017-01-06 13:43:00,0.633333
2017-01-06 13:44:00,1.11667
2017-01-06 13:45:00,1.6
2017-01-06 13:46:00,1.57467
2017-01-06 13:47:00,1.54933
2017-01-06 13:48:00,1.524
2017-01-06 13:49:00,1.49867
2017-01-06 13:50:00,1.47333
2017-01-06 13:51:00,1.448
2017-01-06 13:52:00,1.42267
2017-01-06 13:53:00,1.39733
2017-01-06 13:54:00,1.372
2017-01-06 13:55:00,1.34667
2017-01-06 13:56:00,1.32133
2017-01-06 13:57:00,1.296
2017-01-06 13:58:00,1.27067
2017-01-06 13:59:00,1.24533
2017-01-06 14:00:00,1.22
2017-01-06 14:01:00,1.19467
2017-01-06 14:02:00,1.16933
2017-01-06 14:03:00,1.144
2017-01-06 14:04:00,1.11867
2017-01-06 14:05:00,1.09333
2017-01-06 14:06:00,1.068
2017-01-06 14:07:00,1.04267
2017-01-06 14:08:00,1.01733
2017-01-06 14:09:00,0.992
2017-01-06 14:10:00,0.966667
2017-01-06 14:11:00,0.941333
2017-01-06 14:12:00,0.916
2017-01-06 14:13:00,0.890667
2017-01-06 14:14:00,0.865333
2017-01-06 14:15:00,0.84
2017-01-06 14:16:00,0.814667
2017-01-06 14:17:00,0.789333
2017-01-06 14:18:00,0.764
2017-01-06 14:19:00,0.738667
2017-01-06 14:20:00,0.713333
2017-01-06 14:21:00,0.688
2017-01-06 14:22:00,0.662667
2017-01-06 14:23:00,0.637333
2017-01-06 14:24:00,0.612
2017-01-06 14:25:00,0.586667
2017-01-06 14:26:00,0.561333
2017-01-06 14:27:00,0.536
2017-01-06 14:28:00,0.510667
2017-01-06 14:29:00,0.485333
2017-01-06 14:30:00,0.46
2017-01-06 14:31:00,0.434667
2017-01-06 14:32:00,0.409333
2017-01-06 14:33:00,0.384
2017-01-06 14:34:00,0.358667
2017-01-06 14:35:00,0.333333
2017-01-06 14:36:00,0.666667
2017-01-06 14:37:00,1.0
2017-01-06 14:38:00,1.3
2017-01-06 14:39:00,1.6
2017-01-06 14:40:00,1.06667
2017-01-06 14:41:00,0.533333
2017-01-06 14:42:00,0.515362
2017-01-06 14:43:00,0.497391
2017-01-06 14:44:00,0.47942
2017-01-06 14:45:00,0.461449
2017-01-06 14:46:00,0.443478
2017-01-06 14:47:00,0.425507
2017-01-06 14:48:00,0.407536
2017-01-06 14:49:00,0.389565
2017-01-06 14:50:00,0.371594
2017-01-06 14:51:00,0.353623
2017-01-06 14:52:00,0.335652
2017-01-06 14:53:00,0.317681
2017-01-06 14:54:00,0.29971
2017-01-06 14:55:00,0.281739
2017-01-06 14:56:00,0.263768
2017-01-06 14:57:00,0.245797
2017-01-06 14:58:00,0.227826
2017-01-06 14:59:00,0.209855
2017-01-06 15:00:00,0.191884
2017-01-06 15:01:00,0.173913
